name_norm,ss__c0,ss_Player,ss_Pos,ss_Age,ss_Tm,ss_G,ss_GS,ss_MP,ss_PER,ss_TS%,ss_3PAr,ss_FTr,ss_ORB%,ss_DRB%,ss_AST%,ss_STL%,ss_BLK%,ss_TOV%,ss_USG%,ss_OWS,ss_DWS,ss_OBPM,ss_DBPM,ss_VORP,ss_3P,ss_3P%,ss_FT%,ss_ORB,ss_AST,ss_STL,ss_BLK,ss_TOV,pl_Player,pl_height,pl_weight,pl_collage,pl_birth_city,pl_birth_state,pd_name,pd_position,pd_height,pd_birth_date,pd_college
luke jackson,2560.0,Luke Jackson,PF,26.0,PHI,82.0,23.593374650359237,2570.0,12.4,0.471,0.15860433144009717,0.249,6.181565025009618,13.708657175836867,6.4,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,0.6,4.5,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.719,62.18920998220897,139.0,39.89705245948935,24.470260133673126,73.93983201832528,Luke Jackson,206.0,108.0,University of Texas-Pan American,San Marcos,Texas,Luke Jackson,F,6-7,"November 6, 1981",University of Oregon
luke jackson,2560.0,Luke Jackson,PF,26.0,PHI,82.0,23.593374650359237,2570.0,12.4,0.471,0.15860433144009717,0.249,6.181565025009618,13.708657175836867,6.4,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,0.6,4.5,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.719,62.18920998220897,139.0,39.89705245948935,24.470260133673126,73.93983201832528,Luke Jackson,206.0,108.0,University of Texas-Pan American,San Marcos,Texas,Luke Jackson,F-C,6-9,"October 31, 1941",University of Texas-Pan American
bob boozer,2361.0,Bob Boozer,PF,29.0,CHI,80.0,23.593374650359237,2451.0,18.4,0.549,0.15860433144009717,0.418,6.181565025009618,13.708657175836867,5.3,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,6.6,2.9,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.781,62.18920998220897,90.0,39.89705245948935,24.470260133673126,73.93983201832528,Bob Boozer,203.0,97.0,Kansas State University,Omaha,Nebraska,Bob Boozer,F,6-8,"April 26, 1937",Kansas State University
manny harris,22510.0,Manny Harris,SG,24.0,LAL,9.0,0.0,180.0,10.9,0.485,0.286,0.171,4.1,16.0,9.5,1.1,0.4,10.7,20.4,-0.1,0.1,-2.9,-2.0,-0.1,7.0,0.35,0.833,7.0,11.0,4.0,1.0,9.0,Manny Harris,196.0,83.0,University of Michigan,Detroit,Michigan,Manny Harris,G,6-5,"September 21, 1989",University of Michigan
mason plumlee,23946.0,Mason Plumlee,C,25.0,POR,82.0,82.0,2084.0,17.2,0.564,0.008,0.648,10.4,22.2,16.2,1.6,3.2,18.8,17.1,3.4,2.7,-0.2,3.0,2.5,0.0,0.0,0.642,201.0,226.0,68.0,85.0,154.0,Mason Plumlee,211.0,111.0,Duke University,Fort Wayne,Indiana,Mason Plumlee,C-F,6-11,"March 5, 1990",Duke University
mason plumlee,23322.0,Mason Plumlee,C,24.0,BRK,82.0,45.0,1743.0,18.0,0.57,0.006,0.648,11.3,21.6,7.0,1.9,2.9,14.4,19.2,2.5,2.3,-0.5,1.4,1.2,0.0,0.0,0.495,175.0,74.0,65.0,63.0,106.0,Mason Plumlee,211.0,111.0,Duke University,Fort Wayne,Indiana,Mason Plumlee,C-F,6-11,"March 5, 1990",Duke University
rod higgins,10184.0,Rod Higgins,SF,31.0,GSW,82.0,9.0,2024.0,13.4,0.589,0.394,0.404,5.9,13.3,7.2,1.2,1.1,9.0,14.3,4.2,1.2,1.7,-0.7,1.5,73.0,0.332,0.819,109.0,113.0,52.0,37.0,65.0,Rod Higgins,201.0,90.0,"California State University, Fresno",Monroe,Louisiana,Rod Higgins,F,6-7,"January 31, 1960","California State University, Fresno"
zan tabak,14905.0,Zan Tabak,C,29.0,IND,18.0,0.0,114.0,13.6,0.493,0.0,0.235,16.4,15.2,5.6,1.4,5.2,22.7,19.3,0.0,0.2,-3.4,1.8,0.0,0.0,0.24879631551634632,0.625,16.0,4.0,3.0,9.0,11.0,Zan Tabak,213.0,111.0,Unknown,Split,Croatia,Zan Tabak,C,7-0,"June 15, 1970",Unknown
kenny sears,1217.0,Kenny Sears,SF,23.0,NYK,72.0,23.593374650359237,2516.0,16.6,0.517,0.15860433144009717,0.591,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,6.4,1.6,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.79,62.18920998220897,101.0,39.89705245948935,24.470260133673126,73.93983201832528,Kenny Sears,206.0,89.0,Santa Clara University,Watsonville,California,Kenny Sears,F,6-9,"August 17, 1933",Santa Clara University
ryan hollins,20162.0,Ryan Hollins,C,25.0,MIN,73.0,27.0,1223.0,11.0,0.6,0.003,0.521,7.1,11.9,6.4,0.8,2.3,20.3,16.6,0.8,0.5,-2.6,-0.7,-0.4,0.0,0.0,0.69,79.0,51.0,19.0,38.0,95.0,Ryan Hollins,213.0,108.0,"University of California, Los Angeles",Pasadena,California,Ryan Hollins,C,7-0,"October 10, 1984","University of California, Los Angeles"
adam morrison,19714.0,Adam Morrison,SF,24.0,TOT,52.0,5.0,711.0,5.7,0.448,0.43,0.103,3.1,10.6,9.4,0.7,0.5,12.1,17.5,-0.6,0.6,-3.8,-1.7,-0.6,32.0,0.333,0.739,18.0,41.0,9.0,4.0,32.0,Adam Morrison,203.0,92.0,Gonzaga University,Glendive,Montana,Adam Morrison,F,6-8,"July 19, 1984",Gonzaga University
adam keefe,14714.0,Adam Keefe,C,29.0,UTA,62.0,3.0,604.0,7.6,0.463,0.008,0.277,9.3,18.0,8.5,1.5,1.7,24.0,14.7,-0.4,0.8,-4.3,1.5,-0.1,0.0,0.0,0.806,45.0,34.0,17.0,13.0,46.0,Adam Keefe,206.0,104.0,Stanford University,Irvine,California,Adam Keefe,F,6-9,"February 22, 1970",Stanford University
ryan hollins,19583.0,Ryan Hollins,C,24.0,TOT,45.0,3.0,444.0,12.9,0.569,0.0,0.766,12.4,13.4,2.5,0.8,5.7,16.0,15.7,0.5,0.6,-2.9,0.9,0.0,0.0,0.24879631551634632,0.597,46.0,7.0,7.0,32.0,24.0,Ryan Hollins,213.0,108.0,"University of California, Los Angeles",Pasadena,California,Ryan Hollins,C,7-0,"October 10, 1984","University of California, Los Angeles"
larry nance,7426.0,Larry Nance,PF,24.0,PHO,82.0,82.0,2899.0,19.4,0.605,0.007,0.337,9.1,18.3,10.2,1.4,3.5,12.9,19.5,6.2,3.7,2.3,2.1,4.7,0.0,0.0,0.707,227.0,214.0,86.0,174.0,177.0,Larry Nance,208.0,92.0,Clemson University,Anderson,South Carolina,Larry Nance,F,6-9,"January 1, 1993",University of Wyoming
larry nance,7426.0,Larry Nance,PF,24.0,PHO,82.0,82.0,2899.0,19.4,0.605,0.007,0.337,9.1,18.3,10.2,1.4,3.5,12.9,19.5,6.2,3.7,2.3,2.1,4.7,0.0,0.0,0.707,227.0,214.0,86.0,174.0,177.0,Larry Nance,208.0,92.0,Clemson University,Anderson,South Carolina,Larry Nance,F-C,6-10,"February 12, 1959",Clemson University
david lee,19072.0,David Lee,PF,24.0,NYK,81.0,29.0,2356.0,18.0,0.606,0.003,0.383,11.3,24.1,6.7,1.2,1.0,11.8,15.6,5.6,1.8,0.6,0.2,1.7,0.0,0.0,0.819,242.0,95.0,55.0,29.0,97.0,David Lee,201.0,102.0,University of San Francisco,Modesto,California,David Lee,F,6-7,"March 31, 1942",University of San Francisco
david lee,19072.0,David Lee,PF,24.0,NYK,81.0,29.0,2356.0,18.0,0.606,0.003,0.383,11.3,24.1,6.7,1.2,1.0,11.8,15.6,5.6,1.8,0.6,0.2,1.7,0.0,0.0,0.819,242.0,95.0,55.0,29.0,97.0,David Lee,201.0,102.0,University of San Francisco,Modesto,California,David Lee,F,6-9,"April 29, 1983",University of Florida
kenny sears,1921.0,Kenny Sears,F,29.0,NYK,23.0,23.593374650359237,359.0,13.3,0.543,0.15860433144009717,0.5,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,0.6,0.2,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.565,62.18920998220897,40.0,39.89705245948935,24.470260133673126,73.93983201832528,Kenny Sears,206.0,89.0,Santa Clara University,Watsonville,California,Kenny Sears,F,6-9,"August 17, 1933",Santa Clara University
rod higgins,11553.0,Rod Higgins,SF,34.0,CLE,36.0,11.0,547.0,13.7,0.537,0.307,0.258,5.3,12.1,10.0,2.4,1.7,10.4,16.6,0.7,0.7,0.1,0.5,0.4,22.0,0.44,0.738,25.0,36.0,25.0,14.0,21.0,Rod Higgins,201.0,90.0,"California State University, Fresno",Monroe,Louisiana,Rod Higgins,F,6-7,"January 31, 1960","California State University, Fresno"
andy johnson,1739.0,Andy Johnson,SF,29.0,CHP,71.0,23.593374650359237,2193.0,13.6,0.501,0.15860433144009717,0.555,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,3.4,1.2,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.628,62.18920998220897,228.0,39.89705245948935,24.470260133673126,73.93983201832528,Andy Johnson,196.0,97.0,University of Portland,Los Angeles,California,Andy Johnson,F-G,6-5,"November 8, 1932",University of Portland
rod higgins,8059.0,Rod Higgins,SF,26.0,CHI,5.0,0.0,81.0,9.3,0.449,0.043,0.261,4.0,5.8,8.1,2.4,2.1,7.2,13.9,0.0,0.0,-2.1,-0.3,0.0,0.0,0.0,0.833,3.0,5.0,4.0,3.0,2.0,Rod Higgins,201.0,90.0,"California State University, Fresno",Monroe,Louisiana,Rod Higgins,F,6-7,"January 31, 1960","California State University, Fresno"
rod higgins,8056.0,Rod Higgins,SF,26.0,SEA,12.0,0.0,94.0,4.5,0.377,0.148,0.185,3.7,11.6,8.6,1.0,0.6,12.0,14.8,-0.1,0.1,-5.7,-0.8,-0.1,1.0,0.25,0.6,3.0,6.0,2.0,1.0,4.0,Rod Higgins,201.0,90.0,"California State University, Fresno",Monroe,Louisiana,Rod Higgins,F,6-7,"January 31, 1960","California State University, Fresno"
rod higgins,10636.0,Rod Higgins,SF,32.0,GSW,25.0,6.0,535.0,13.4,0.538,0.45,0.28,6.2,11.0,5.2,1.3,1.4,6.0,18.9,1.0,0.3,1.7,-2.2,0.2,33.0,0.347,0.814,30.0,22.0,15.0,13.0,15.0,Rod Higgins,201.0,90.0,"California State University, Fresno",Monroe,Louisiana,Rod Higgins,F,6-7,"January 31, 1960","California State University, Fresno"
larry nance,8154.0,Larry Nance,PF,26.0,PHO,73.0,69.0,2484.0,20.5,0.616,0.008,0.444,8.2,20.0,14.8,1.3,2.9,14.9,22.6,5.3,3.2,2.5,1.7,3.9,0.0,0.0,0.698,169.0,240.0,70.0,130.0,210.0,Larry Nance,208.0,92.0,Clemson University,Anderson,South Carolina,Larry Nance,F,6-9,"January 1, 1993",University of Wyoming
larry nance,8154.0,Larry Nance,PF,26.0,PHO,73.0,69.0,2484.0,20.5,0.616,0.008,0.444,8.2,20.0,14.8,1.3,2.9,14.9,22.6,5.3,3.2,2.5,1.7,3.9,0.0,0.0,0.698,169.0,240.0,70.0,130.0,210.0,Larry Nance,208.0,92.0,Clemson University,Anderson,South Carolina,Larry Nance,F-C,6-10,"February 12, 1959",Clemson University
matt mazza,159.0,Matt Mazza,F,26.0,SHE,26.0,23.593374650359237,1209.7203165133815,12.479071407825398,0.378,0.15860433144009717,0.409,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,0.0,-0.1,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.711,62.18920998220897,29.0,39.89705245948935,24.470260133673126,73.93983201832528,Matt Mazza,190.0,95.0,Michigan State University,Niagara Falls,New York,Matt Mazza,F,6-3,"September 23, 1923",Michigan State University
donald sloan,21566.0,Donald Sloan,PG,24.0,ATL,5.0,0.0,20.0,11.6,0.375,0.125,0.0,5.9,23.3,41.6,2.7,0.0,20.0,23.5,0.0,0.0,-3.5,1.5,0.0,0.0,0.0,0.7192786333417487,1.0,5.0,1.0,0.0,2.0,Donald Sloan,190.0,92.0,Texas A&M University,Shreveport,Louisiana,Donald Sloan,G,6-3,"January 15, 1988",Texas A&M University
eric bledsoe,20576.0,Eric Bledsoe,PG,21.0,LAC,81.0,25.0,1841.0,10.8,0.499,0.239,0.274,4.4,9.8,24.2,2.6,1.1,26.3,17.9,-1.3,1.6,-2.6,0.6,0.0,32.0,0.276,0.744,68.0,289.0,92.0,26.0,194.0,Eric Bledsoe,185.0,86.0,University of Kentucky,Birmingham,Alabama,Eric Bledsoe,G,6-1,"December 9, 1989",University of Kentucky
ryan hollins,21371.0,Ryan Hollins,C,27.0,CLE,24.0,7.0,362.0,7.0,0.555,0.0,0.982,7.6,10.1,2.6,0.6,2.5,23.0,12.9,0.0,0.1,-4.4,-0.9,-0.3,0.0,0.24879631551634632,0.6,25.0,6.0,4.0,12.0,24.0,Ryan Hollins,213.0,108.0,"University of California, Los Angeles",Pasadena,California,Ryan Hollins,C,7-0,"October 10, 1984","University of California, Los Angeles"
hassan whiteside,23481.0,Hassan Whiteside,C,25.0,MIA,48.0,32.0,1142.0,26.2,0.619,0.0,0.403,15.6,34.7,1.0,1.2,9.2,11.3,21.1,2.8,2.4,-1.6,0.7,0.3,0.0,0.24879631551634632,0.5,145.0,6.0,27.0,123.0,58.0,Hassan Whiteside,213.0,120.0,Marshall University,Gastonia,North Carolina,Hassan Whiteside,C,7-0,"June 13, 1989",Marshall University
ryan hollins,23758.0,Ryan Hollins,C,31.0,MEM,32.0,9.0,412.0,12.9,0.641,0.0,0.583,10.6,13.6,3.7,0.7,4.5,18.8,12.1,0.6,0.3,-1.7,0.5,0.1,0.0,0.24879631551634632,0.619,40.0,10.0,6.0,20.0,21.0,Ryan Hollins,213.0,108.0,"University of California, Los Angeles",Pasadena,California,Ryan Hollins,C,7-0,"October 10, 1984","University of California, Los Angeles"
wayne selden,24580.0,Wayne Selden,SG,22.0,NOP,3.0,3.0,47.0,10.0,0.82,0.875,0.5,0.0,11.3,3.0,2.1,0.0,23.5,12.0,0.0,0.0,-0.5,-0.7,0.0,4.0,0.571,0.5,0.0,1.0,2.0,0.0,3.0,Wayne Selden,196.0,104.0,University of Kansas,Roxbury,Massachusetts,Wayne Selden,G-F,6-5,"September 30, 1994",University of Kansas
eric bledsoe,22926.0,Eric Bledsoe,PG,25.0,PHO,81.0,81.0,2800.0,18.4,0.555,0.26,0.422,2.8,13.9,27.9,2.3,1.2,18.1,23.7,4.1,2.9,1.7,0.9,3.3,88.0,0.324,0.8,72.0,493.0,127.0,45.0,274.0,Eric Bledsoe,185.0,86.0,University of Kentucky,Birmingham,Alabama,Eric Bledsoe,G,6-1,"December 9, 1989",University of Kentucky
ryan hollins,21916.0,Ryan Hollins,C,28.0,LAC,60.0,0.0,663.0,11.3,0.674,0.0,0.772,9.1,15.7,2.4,0.5,4.3,22.4,13.6,1.0,0.8,-2.2,0.3,0.0,0.0,0.24879631551634632,0.75,50.0,11.0,6.0,34.0,44.0,Ryan Hollins,213.0,108.0,"University of California, Los Angeles",Pasadena,California,Ryan Hollins,C,7-0,"October 10, 1984","University of California, Los Angeles"
eric bledsoe,23572.0,Eric Bledsoe,PG,26.0,PHO,31.0,31.0,1059.0,20.0,0.557,0.262,0.35,1.8,11.2,31.8,2.9,1.5,16.2,27.2,1.6,1.0,2.7,0.1,1.3,48.0,0.372,0.802,18.0,190.0,63.0,19.0,110.0,Eric Bledsoe,185.0,86.0,University of Kentucky,Birmingham,Alabama,Eric Bledsoe,G,6-1,"December 9, 1989",University of Kentucky
nolan smith,21578.0,Nolan Smith,PG,23.0,POR,44.0,4.0,541.0,7.8,0.434,0.25,0.156,3.6,8.6,18.2,1.8,0.4,17.9,19.8,-0.6,0.3,-3.7,-1.7,-0.5,13.0,0.289,0.714,17.0,62.0,18.0,3.0,42.0,Nolan Smith,188.0,83.0,Duke University,Louisville,Kentucky,Nolan Smith,G,6-2,"July 25, 1988",Duke University
david lee,23835.0,David Lee,PF,32.0,TOT,55.0,5.0,903.0,19.6,0.568,0.003,0.278,12.0,24.6,15.5,1.2,2.5,14.9,21.5,1.7,1.4,-0.3,1.7,0.8,0.0,0.0,0.763,101.0,84.0,22.0,28.0,66.0,David Lee,201.0,102.0,University of San Francisco,Modesto,California,David Lee,F,6-7,"March 31, 1942",University of San Francisco
david lee,23835.0,David Lee,PF,32.0,TOT,55.0,5.0,903.0,19.6,0.568,0.003,0.278,12.0,24.6,15.5,1.2,2.5,14.9,21.5,1.7,1.4,-0.3,1.7,0.8,0.0,0.0,0.763,101.0,84.0,22.0,28.0,66.0,David Lee,201.0,102.0,University of San Francisco,Modesto,California,David Lee,F,6-9,"April 29, 1983",University of Florida
earl lloyd*,692.0,Earl Lloyd*,SF,24.0,SYR,64.0,23.593374650359237,1806.0,11.2,0.426,0.15860433144009717,0.51,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,0.5,2.5,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.693,62.18920998220897,64.0,39.89705245948935,24.470260133673126,73.93983201832528,Earl Lloyd*,196.0,90.0,West Virginia State University,Unknown,Unknown,,,,,
paul seymour,1111.0,Paul Seymour,SG,28.0,SYR,57.0,23.593374650359237,1826.0,12.1,0.416,0.15860433144009717,0.348,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,0.0,2.2,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.807,62.18920998220897,276.0,39.89705245948935,24.470260133673126,73.93983201832528,Paul Seymour,185.0,81.0,University of Toledo,Toledo,Ohio,Paul Seymour,G-F,6-1,"January 30, 1928",University of Toledo
david west,17041.0,David West,PF,23.0,NOH,71.0,1.0,930.0,15.9,0.519,0.009,0.351,14.0,22.6,11.1,1.6,2.3,15.4,15.3,1.4,1.3,-1.3,1.4,0.5,0.0,0.0,0.713,117.0,60.0,27.0,28.0,48.0,David West,206.0,113.0,Xavier University,Teaneck,New Jersey,David West,F,6-9,"August 29, 1980",Xavier University
jeff wilkins,7896.0,Jeff Wilkins,C,29.0,UTA,79.0,0.0,1505.0,11.6,0.511,0.002,0.137,5.5,19.3,7.8,1.1,0.6,12.8,18.7,-0.1,2.4,-3.2,0.3,-0.3,0.0,0.0,0.763,78.0,81.0,35.0,18.0,91.0,Jeff Wilkins,211.0,104.0,Illinois State University,Chicago,Illinois,Jeff Wilkins,C-F,6-11,"March 9, 1955",Illinois State University
marcus camby,15036.0,Marcus Camby,C,26.0,NYK,63.0,63.0,2127.0,20.9,0.559,0.014,0.388,11.5,29.0,4.5,1.7,5.2,8.5,17.0,4.8,5.5,0.1,4.1,3.3,1.0,0.125,0.667,196.0,52.0,66.0,136.0,63.0,Marcus Camby,211.0,99.0,University of Massachusetts Amherst,Hartford,Connecticut,Marcus Camby,C-F,6-11,"March 22, 1974",University of Massachusetts Amherst
tom boswell,5047.0,Tom Boswell,PF,24.0,BOS,65.0,23.593374650359237,1149.0,12.9,0.563,0.15860433144009717,0.345,10.6,14.8,8.6,1.0,0.6,18.8,17.1,1.6,1.1,-0.3,-0.5,0.4,22.215036720029588,0.24879631551634632,0.756,117.0,71.0,25.0,14.0,95.0,Tom Boswell,206.0,99.0,University of South Carolina,Montgomery,Alabama,Tom Boswell,F-C,6-9,"October 2, 1953",University of South Carolina
earl lloyd*,1408.0,Earl Lloyd*,SF,30.0,DET,72.0,23.593374650359237,1796.0,9.7,0.403,0.15860433144009717,0.272,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,-0.8,2.1,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.753,62.18920998220897,90.0,39.89705245948935,24.470260133673126,73.93983201832528,Earl Lloyd*,196.0,90.0,West Virginia State University,Unknown,Unknown,,,,,
jarron collins,18315.0,Jarron Collins,C,28.0,UTA,82.0,9.0,913.0,8.0,0.494,0.0,0.488,9.5,13.3,9.5,0.7,0.7,15.2,12.0,0.7,0.6,-2.0,-0.2,-0.1,0.0,0.24879631551634632,0.651,71.0,60.0,13.0,8.0,37.0,Jarron Collins,193.0,88.0,Florida State University,Jacksonville,Florida,Jarron Collins,F-C,6-11,"December 2, 1978",Stanford University
jeff wilkins,8276.0,Jeff Wilkins,C,30.0,UTA,48.0,0.0,604.0,7.7,0.426,0.0,0.196,7.3,18.7,6.5,0.2,1.0,10.9,19.6,-0.6,0.7,-5.6,-1.6,-0.8,0.0,0.24879631551634632,0.638,40.0,28.0,3.0,11.0,32.0,Jeff Wilkins,211.0,104.0,Illinois State University,Chicago,Illinois,Jeff Wilkins,C-F,6-11,"March 9, 1955",Illinois State University
todd mitchell,9357.0,Todd Mitchell,SF,22.0,MIA,22.0,0.0,320.0,8.8,0.516,0.0,0.682,5.7,11.0,9.2,2.3,0.4,20.2,18.2,-0.2,0.3,-4.1,-0.5,-0.2,0.0,0.24879631551634632,0.6,17.0,20.0,15.0,2.0,29.0,Todd Mitchell,201.0,92.0,Purdue University,Toledo,Ohio,Todd Mitchell,F,6-7,"July 26, 1966",Purdue University
tom boswell,4679.0,Tom Boswell,PF,23.0,BOS,70.0,23.593374650359237,1083.0,13.6,0.558,0.15860433144009717,0.397,10.2,17.5,11.0,1.1,0.4,15.085098559901962,18.906491853360468,1.0,1.4,0.3,0.0,0.6,22.215036720029588,0.24879631551634632,0.711,111.0,85.0,27.0,8.0,73.93983201832528,Tom Boswell,206.0,99.0,University of South Carolina,Montgomery,Alabama,Tom Boswell,F-C,6-9,"October 2, 1953",University of South Carolina
marcus camby,13491.0,Marcus Camby,C,23.0,TOR,63.0,58.0,2002.0,15.9,0.448,0.003,0.327,10.9,15.3,9.4,1.8,7.9,13.6,21.6,-0.6,1.5,-2.9,2.2,0.7,0.0,0.0,0.611,203.0,111.0,68.0,230.0,134.0,Marcus Camby,211.0,99.0,University of Massachusetts Amherst,Hartford,Connecticut,Marcus Camby,C-F,6-11,"March 22, 1974",University of Massachusetts Amherst
red davis,1040.0,Red Davis,C,23.0,ROC,3.0,23.593374650359237,16.0,-3.3,0.145,0.15860433144009717,0.333,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,-0.1,0.0,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,1.0,62.18920998220897,1.0,39.89705245948935,24.470260133673126,73.93983201832528,Red Davis,201.0,99.0,St. John's University,Unknown,Unknown,Red Davis,C,6-7,"April 22, 1932",St. John's University
paul seymour,1218.0,Paul Seymour,PG,29.0,SYR,65.0,23.593374650359237,1235.0,11.3,0.39,0.15860433144009717,0.278,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,-0.4,1.2,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.821,62.18920998220897,193.0,39.89705245948935,24.470260133673126,73.93983201832528,Paul Seymour,185.0,81.0,University of Toledo,Toledo,Ohio,Paul Seymour,G-F,6-1,"January 30, 1928",University of Toledo
tom boswell,7233.0,Tom Boswell,PF,30.0,UTA,38.0,0.0,261.0,10.2,0.596,0.019,0.404,11.9,13.7,7.6,1.6,0.0,17.5,11.3,0.4,0.3,-0.4,-0.3,0.1,1.0,1.0,0.762,28.0,16.0,9.0,0.0,13.0,Tom Boswell,206.0,99.0,University of South Carolina,Montgomery,Alabama,Tom Boswell,F-C,6-9,"October 2, 1953",University of South Carolina
jarron collins,19447.0,Jarron Collins,C,30.0,UTA,26.0,3.0,201.0,5.8,0.502,0.0,0.314,11.9,10.1,4.9,0.5,0.4,18.4,10.9,0.1,0.1,-2.9,-1.0,-0.1,0.0,0.24879631551634632,0.727,20.0,7.0,2.0,1.0,9.0,Jarron Collins,193.0,88.0,Florida State University,Jacksonville,Florida,Jarron Collins,F-C,6-11,"December 2, 1978",Stanford University
tom boswell,5754.0,Tom Boswell,PF,26.0,TOT,79.0,23.593374650359237,2077.0,14.3,0.616,0.016,0.445,8.2,15.8,11.2,0.7,1.0,19.8,18.5,3.0,0.7,0.2,-1.3,0.5,5.0,0.5,0.755,146.0,161.0,29.0,37.0,181.0,Tom Boswell,206.0,99.0,University of South Carolina,Montgomery,Alabama,Tom Boswell,F-C,6-9,"October 2, 1953",University of South Carolina
jarron collins,20637.0,Jarron Collins,C,32.0,POR,5.0,0.0,24.0,0.0,0.167,0.0,0.0,34.2,0.0,5.9,0.0,0.0,25.0,15.6,-0.1,0.0,-4.7,-2.7,0.0,0.0,0.24879631551634632,0.7192786333417487,7.0,1.0,0.0,0.0,2.0,Jarron Collins,193.0,88.0,Florida State University,Jacksonville,Florida,Jarron Collins,F-C,6-11,"December 2, 1978",Stanford University
joffrey lauvergne,24406.0,Joffrey Lauvergne,PF,25.0,OKC,50.0,0.0,739.0,12.9,0.531,0.32,0.238,7.6,19.8,10.3,1.2,0.6,12.9,17.8,0.6,0.8,-1.9,-1.0,-0.2,27.0,0.346,0.638,51.0,51.0,18.0,6.0,40.0,Joffrey Lauvergne,211.0,99.0,Unknown,Mulhouse,France,Joffrey Lauvergne,C-F,6-11,"September 30, 1991",Unknown
joffrey lauvergne,24407.0,Joffrey Lauvergne,C,25.0,CHI,20.0,1.0,241.0,11.6,0.451,0.217,0.163,9.3,21.2,12.2,1.5,0.0,14.0,20.8,-0.2,0.3,-3.5,-0.6,-0.1,6.0,0.3,0.6,21.0,19.0,7.0,0.0,16.0,Joffrey Lauvergne,211.0,99.0,Unknown,Mulhouse,France,Joffrey Lauvergne,C-F,6-11,"September 30, 1991",Unknown
david west,21086.0,David West,PF,30.0,NOH,70.0,70.0,2451.0,20.4,0.558,0.009,0.314,7.6,18.7,12.7,1.5,2.1,10.7,25.8,4.4,3.4,1.2,1.5,2.9,2.0,0.222,0.807,155.0,164.0,67.0,62.0,142.0,David West,206.0,113.0,Xavier University,Teaneck,New Jersey,David West,F,6-9,"August 29, 1980",Xavier University
justise winslow,24082.0,Justise Winslow,SF,19.0,MIA,78.0,8.0,2232.0,8.4,0.489,0.251,0.253,4.2,15.8,7.4,1.6,0.9,15.6,12.5,-0.2,2.7,-2.2,1.6,0.8,32.0,0.276,0.684,81.0,117.0,68.0,26.0,95.0,Justise Winslow,201.0,102.0,Duke University,Houston,Texas,Justise Winslow,F,6-7,"March 26, 1996",Duke University
marcus camby,21766.0,Marcus Camby,PF,38.0,NYK,24.0,4.0,250.0,8.6,0.342,0.0,0.358,10.9,27.1,8.1,1.5,4.8,19.6,14.3,-0.4,0.4,-6.6,3.4,-0.1,0.0,0.24879631551634632,0.421,24.0,14.0,7.0,14.0,15.0,Marcus Camby,211.0,99.0,University of Massachusetts Amherst,Hartford,Connecticut,Marcus Camby,C-F,6-11,"March 22, 1974",University of Massachusetts Amherst
